id,codigo,nombre,nombre_g,reg_sanitario,concentracion,desc_concentracion,presentacion,desc_presentacion,f_farmaceutica,nacionalidad,categoria,proveedor_id,users_id,cajon,estado,created_at,updated_at,proveedor,Actions,user,DT_RowAttr/style
36,A-2-10,DICLOFENACO 25 MG COMPRIMIDOS,DICLOFENACO 25 MG COMPRIMIDOS,NN-26033/2016,25 mg,25,caja x100 comprimido,x100,comprimido,Bolivia,Fraccionados A menor a 500,1,7,0,eliminado,-0001-11-30 00:00:00,2022-09-08 22:03:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(36)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""36""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
37,A-2-11,DICLOFENACO 50 MG COMPRIMIDOS,DICLOFENACO 50 MG COMPRIMIDOS,NN-25627/2019,50 mg,50,caja x100 comprimido,x100,comprimido,Bolivia,Fraccionados A menor a 500,1,7,0,activo,-0001-11-30 00:00:00,2022-08-24 20:53:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(37)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""37""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
38,A-2-12,DICLOFENACO 75 MG COMPRIMIDOS,DICLOFENACO 75 MG COMPRIMIDOS,NN-23613/2020,75 mg,75,caja x100 comprimido,x100,comprimido,Bolivia,Fraccionados A menor a 500,1,7,0,activo,-0001-11-30 00:00:00,2022-08-24 20:53:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(38)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""38""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
39,A-2-9,DICLOFENACO 12.5 MG. SUPOSITORIOS,DICLOFENACO 12.5 MG. SUPOSITORIOS,nn-26034/2015,12.5 mg,12.5,caja x50 supositorio,x50,supositorio,Bolivia,Fraccionados A menor a 500,1,28,,eliminado,-0001-11-30 00:00:00,2022-12-27 18:49:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(39)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""39""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
40,A-2-13,DICLOXACILINA 500 MG CAPSULAS,DICLOXACILINA 500 MG CAPSULAS,NN-32733/2017,500 mg,500,caja x50 comprimido,x50,comprimido,Bolivia,Fraccionados A menor a 500,1,14,,eliminado,-0001-11-30 00:00:00,2024-07-09 09:07:26,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(40)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""40""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
41,A-2-14,DIFENHIDRAMINA POMADA 2% TUBO 15 G,DIFENHIDRAMINA POMADA 2% TUBO 15 G,NN-30235/2019,2 %,2,tubo x1 ,x1,,Bolivia,Fraccionados A menor a 500,1,12,,eliminado,-0001-11-30 00:00:00,2023-08-11 12:40:24,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(41)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""41""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
809,S/DEG,LORATADINA 10 MG COMPRIMIDOS,LORATADINA 10 MG COMPRIMIDOS ,nn-36614/2008,10 mg,10,caja x 100 comprimido,x 100,comprimido,Bolivia,Fraccionados A menor a 500,1,28,,activo,2019-12-10 14:28:00,2022-12-19 16:26:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(809)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""809""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
42,A-2-15,ENALAPRIL 10 MG COMPRIMIDO,ENALAPRIL MALEATO 10 MG COMPRIMIDO,NN-55617/2020,10 mg,10,caja x200 comprimido,x200,comprimido,Bolivia,Fraccionados A menor a 500,1,9,,activo,-0001-11-30 00:00:00,2024-08-27 15:07:38,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(42)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""42""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BERTHA SANCHEZ IPORRE,background-color:#343a40;color:white; text-transform:uppercase
1834,S/C,SINESCAL PARA BEBES 80 GR,SINESCAL PARA BEBES 80 GR,S/R,80 gr,80,tubo X 1 crema,X 1,crema,Peru,Fraccionados A menor a 500,1,12,,activo,2023-07-13 23:12:53,2023-07-13 23:12:53,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1834)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1834""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
43,A-2-16,ERGOTAMINA + CAFEINA 1/100 MG COMPRIMIDOS,ERGOTAMINA + CAFEINA 1/100 MG COMPRIMIDOS,NN-32751/2022,100 mg,100,caja x50 comprimido,x50,comprimido,Bolivia,Fraccionados A menor a 500,1,48,,activo,-0001-11-30 00:00:00,2025-07-09 11:47:51,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(43)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""43""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
44,A-2-17,ERITROMICINA 250 MG. SUSPENSION,ERITROMICINA 250 MG. SUSPENSION 60 ML,NN-23879/2019,250/60 mg,250/60,frasco x1 suspension,x1,suspension,Bolivia,Fraccionados A menor a 500,1,14,,activo,-0001-11-30 00:00:00,2025-01-29 09:15:08,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(44)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""44""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
45,A-2-18,ERITROMICINA 500 MG COMPRIMIDOS,ERITROMICINA 500 MG COMPRIMIDOS,NN-24418/2018,500 mg,500,caja x 100 comprimido,x 100,comprimido,Bolivia,Fraccionados A menor a 500,1,9,,activo,-0001-11-30 00:00:00,2024-07-24 17:44:29,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(45)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""45""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BERTHA SANCHEZ IPORRE,background-color:#343a40;color:white; text-transform:uppercase
46,A-2-19,ESPASMODOL 10 MG COMPRIMIDOS,BUTILBROMURO DE HIOCINA 10 MG (ESPASMODOL) COMPRIMIDOS,NN-33457/2017,10 mg,10,caja x50 comprimido,x50,comprimido,Bolivia,Fraccionados A menor a 500,1,14,,activo,-0001-11-30 00:00:00,2024-04-01 11:17:45,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(46)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""46""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
47,A-2-20,ESPASMODOL COMPUESTO,ESPASMODOL COMPUESTO,NN-36842/2018,s/concentracion mg,s/concentracion,caja x100 comprimido,x100,comprimido,Bolivia,Fraccionados A menor a 500,1,14,,eliminado,-0001-11-30 00:00:00,2025-01-29 09:15:33,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(47)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""47""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1071,s/MED,KETOCONAZOL 200 MG COMPRIMIDOS,KETOCONAZOL 200 MG COMPRIMIDOS,NN-33242/2019,200 mg,200,caja X100 comprimido,X100,comprimido,Bolivia,Fraccionados A menor a 500,1,14,,eliminado,2020-08-25 16:07:00,2025-01-29 09:16:13,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1071)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1071""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
48,A-2-21,FLUDELTA GOTAS FRASCO 30 ML,FLUDELTA GOTAS FRASCO 30 ML,NN-18003/2009,30 ml,30,frasco x1 frasco,x1,frasco,Bolivia,Fraccionados A menor a 500,1,28,,activo,-0001-11-30 00:00:00,2022-12-19 16:16:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(48)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""48""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
49,A-2-22,FLUDELTA GOTAS NF FRASCO 30 ML,FLUDELTA GOTAS NF FRASCO 30 ML,NN-43252/2011,30 ml,30,frasco x1 frasco,x1,frasco,Bolivia,Fraccionados A menor a 500,1,28,,eliminado,-0001-11-30 00:00:00,2022-12-27 18:53:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(49)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""49""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
50,A-2-23,FLUDELTA NF SUSPENCION FRASCO 100 ML,FLUDELTA NF SUSPENSION FRASCO 100 ML,NN-43252/2019,100 ml,100,frasco x1 frasco,x1,frasco,Bolivia,Fraccionados A menor a 500,1,28,,eliminado,-0001-11-30 00:00:00,2022-12-27 18:53:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(50)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""50""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
51,A-2-24,FLUDELTA NF COMPRIMIDOS,FLUDELTA NF COMPRIMIDOS,NN-25512/2019,S/C mg,S/C,caja x250 comprimido,x250,comprimido,Bolivia,Fraccionados A menor a 500,1,48,,activo,-0001-11-30 00:00:00,2025-07-09 11:48:19,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(51)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""51""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
52,A-2-25,GLIBENCLAMIDA 5 MG COMPRIMIDOS,GLIBENCLAMIDA 5 MG COMPRIMIDOS,NN-28854/2019,5 mg,5,caja x100 comprimido,x100,comprimido,Bolivia,Fraccionados A menor a 500,1,14,0,eliminado,-0001-11-30 00:00:00,2025-01-27 16:52:48,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(52)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""52""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
53,A-2-26,GRISEOFULVINA 500 MG COMPRIMIDOS,GRISEOFULVINA 500 MG COMPRIMIDOS,NN-27112/2015,500 mg,500,caja x50 comprimido,x50,comprimido,Bolivia,Fraccionados A menor a 500,1,28,,eliminado,-0001-11-30 00:00:00,2022-12-27 18:54:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(53)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""53""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
54,A-2-27,HIDROCORTISONA CREMA 1% TUBO 10 G,HIDROCORTISONA CREMA 1% TUBO 10 G,NN-30243/2016,10 g,10,tubo x1 crema,x1,crema,Bolivia,Fraccionados A menor a 500,1,9,,eliminado,-0001-11-30 00:00:00,2024-11-04 10:35:19,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(54)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""54""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BERTHA SANCHEZ IPORRE,background-color:#343a40;color:white; text-transform:uppercase
55,A-3-1,IBUPROFENO 400 MG COMPRIMIDOS,IBUPROFENO 400 MG COMPRIMIDOS,NN-25515/2017,400 mg,400,caja x100 comprimido,x100,comprimido,Bolivia,Fraccionados A menor a 500,1,14,,eliminado,-0001-11-30 00:00:00,2025-06-11 10:57:59,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(55)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""55""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
56,A-3-2,IBUPROFENO 600 MG COMPRIMIDOS,IBUPROFENO 600 MG COMPRIMIDOS,NN-24419/2020,600 mg,600,caja x100 comprimido,x100,comprimido,Bolivia,Fraccionados A menor a 500,1,28,,activo,-0001-11-30 00:00:00,2022-12-19 16:17:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(56)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""56""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
57,A-3-3,IBUPROFENO 800 MG COMPRIMIDOS,IBUPROFENO 800 MG COMPRIMIDOS,NN-37233/2021,800 mg,800,caja x100 comprimido,x100,comprimido,Bolivia,Fraccionados A menor a 500,1,28,,activo,-0001-11-30 00:00:00,2022-12-19 16:17:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(57)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""57""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
58,A-2-29,IBUPROFENO SUSPENSION 100 MG FCO. 100 ML,IBUPROFENO SUSPENSION 100 MG FCO. 100 ML,NN-35267/2019,100/100 mg/ml,100/100,frasco x1 frasco,x1,frasco,Bolivia,Fraccionados A menor a 500,1,7,0,eliminado,-0001-11-30 00:00:00,2022-09-08 22:03:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(58)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""58""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
59,A-2-29,IBUPROFENO SUSPENSION 200 MG FCO. 100 ML,IBUPROFENO SUSPENSION 200 MG FCO. 100 ML,NN-35129/2019,200/100 mg/ml,200/100,frasco x1 frasco,x1,frasco,Bolivia,Fraccionados A menor a 500,1,28,,eliminado,-0001-11-30 00:00:00,2022-12-19 16:19:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(59)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""59""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
60,A-4-5,INDOMETACINA 25 MG. CAPSULAS,INDOMETACINA 25 MG. CAPSULAS,NN-21437/2016,25 mg,25,caja x500 comprimido,x500,comprimido,Bolivia,Fraccionados A menor a 500,1,9,,eliminado,-0001-11-30 00:00:00,2024-11-22 10:56:06,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(60)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""60""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BERTHA SANCHEZ IPORRE,background-color:#343a40;color:white; text-transform:uppercase
61,A-3-9,KETOROLACO 20 MG COMPRIMIDOS,KETOROLACO 20 MG COMPRIMIDOS,NN-51708/2014,20 mg,20,caja x50 comprimido,x50,comprimido,Bolivia,Fraccionados A menor a 500,1,28,,eliminado,-0001-11-30 00:00:00,2022-12-27 18:57:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(61)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""61""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
62,A-3-10,LEVOFLOXACINA 500 MG COMPRIMIDOS,LEVOFLOXACINA 500 MG COMPRIMIDOS,NN-55325/15,500 mg,500,caja x10 comprimido,x10,comprimido,Bolivia,Fraccionados A menor a 500,1,28,,eliminado,-0001-11-30 00:00:00,2022-12-27 18:58:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(62)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""62""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
63,A-3-12,LOSARTAN 50 MG COMPRIMIDOS,LOSARTAN 50 MG COMPRIMIDOS,NN-49154/2018,50 mg,50,caja x100 comprimido,x100,comprimido,Bolivia,Fraccionados A menor a 500,1,7,,eliminado,-0001-11-30 00:00:00,2022-09-08 22:03:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(63)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""63""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
64,A-3-15,MEBENDAZOL 100 MG COMPRIMIDOS,MEBENDAZOL 100 MG COMPRIMIDOS,NN-34925/19,100 mg,100,caja x300 comprimido,x300,comprimido,Bolivia,Fraccionados A menor a 500,1,28,,eliminado,-0001-11-30 00:00:00,2022-12-27 19:02:00,DELTA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(64)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""64""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
